movie_id,title,genres,release_year,popularity,vote_average,vote_count,movie_mean,poster_url,overview
6986,Ben-Hur: A Tale of the Christ,Adventure|Drama,1925.0,2.301098,7.3,20.0,3.821489734601903,/d9tvEoCuDoalUH2ODTWFOp7dyqt.jpg,"After having not seen one another in years, wealthy Jewish citizen Judah Ben-Hur and his boyhood close friend Messala, now a Roman tribune, happen to meet. When an accident occurs, Messala, who has become small-minded and arrogant, seeks to destroy the lives of Judah and his family members."
6987,The Cabinet of Dr. Caligari,Drama|Horror|Thriller|Crime,1920.0,7.191271,7.7,279.0,3.873049852556613,/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg,"The Cabinet of Dr. Caligari is eerie and expressionistic, silent and surreal. It has become not only a classic of German Expressionist cinema, but a landmark in film history, with creative scenery and an unusual ending."
6989,Gorky Park,Thriller|Crime|Drama,1983.0,4.598954,6.4,62.0,3.4018621682523786,/vPsILhxC7sWRQIa6f1SnbvTm5XL.jpg,"Police Inspector Renko tries to solve the case of three bodies found in Moscow's Gorky Park but finds his attempts to solve the crime impeded by his superiors. Working on his own, Renko seeks out more information and stumbles across a conspiracy involving the highest levels of the government."
6990,The First Great Train Robbery,Thriller|Adventure|Drama|Crime,1979.0,5.393807,6.6,74.0,3.7143621682523786,/t77FLpTOotqGFyfPaFGZSW1nqFR.jpg,"In Victorian England, a master criminal makes elaborate plans to steal a shipment of gold from a moving train."
6991,"Greystoke: The Legend of Tarzan, Lord of the Apes",Adventure|Drama|Action|Romance,1984.0,4.627865,6.0,111.0,3.535816224336505,/1h56gmvKPma5c26McNisga1B2pG.jpg,"A shipping disaster in the 19th Century has stranded a man and woman in the wilds of Africa. The lady is pregnant, and gives birth to a son in their tree house. Soon after, a family of apes stumble across the house and in the ensuing panic, both parents are killed. A female ape takes the tiny boy as a replacement for her own dead infant, and raises him as her son. Twenty years later, Captain Phillippe D'Arnot discovers the man who thinks he is an ape. Evidence in the tree house leads him to believe that he is the direct descendant of the Earl of Greystoke, and thus takes it upon himself to return the man to civilization."
6992,Guarding Tess,Comedy|Drama|Thriller,1994.0,8.847461,5.9,86.0,3.4524828910031715,/7rulBOmDMgx8zkg1wNJlUeZ9gMB.jpg,"Doug is a Secret Service Agent who has just completed his stint in charge protecting Tess Carlisle, widow of a former U.S. President, and close personal friend of the President. He finds that she has requested that he not be rotated but instead return to be her permanent detail. Doug is crushed. He wants off her detail. She is very difficult to guard and makes her detail crazy with her whims and demands. Doug returns with no idea of how to continue dealing with her."
6993,Hannah and Her Sisters,Comedy|Drama,1986.0,9.57874,7.6,224.0,3.7357448673009515,/dFq98GFwGBS7DF5XihdcR1kMN4G.jpg,"Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
6995,Hercules in New York,Action|Adventure|Comedy|Fantasy|Science Fiction,1969.0,3.97439,3.7,63.0,3.119149557669838,/btBv9Q9Ge56JhzaTZktw9VZn86p.jpg,Hercules (Schwarzenegger) is sent to Earth where he finds true love and starts a promising career in the bodybuilder business.
6996,Highlander II: The Quickening,Action|Fantasy|Science Fiction,1991.0,8.032638,4.5,213.0,2.871489734601903,/7W43CXQh6jF9NhnBnlA4BoaFp8W.jpg,"In the year 2025, the ozone layer is believed to have been destroyed. It is up to MacLeod and Rameriz to set things right. Opposition comes from both the planet Ziest (MacLeod and Ramirez's homeworld) and a corporation profiting from the supposed lack of ozone. Also, flashbacks show the story behind MacLeod and Ramirez's exile from Ziest."
6997,Hoffa,Crime|History,1992.0,5.027522,6.1,84.0,3.4524828910031715,/84FxleIHMRelE3tovo9yIZqd46O.jpg,"Jack Nicholson's portrait of union leader James R. Hoffa, as seen through the eyes of his friend, Bobby Ciaro (Danny DeVito). The film follows Hoffa through his countless battles with the RTA and President Roosevelt all the way to a conclusion that negates the theory that he disappeared in 1975."
6999,Housesitter,Comedy|Romance,1992.0,4.569249,5.6,111.0,3.535816224336505,/qIvBqHKOywUVNyJdgp8hn8sddXN.jpg,"After building his dream house, architect Newton Davis proposes marriage to his girlfriend, only to be summarily rejected. He seeks solace in a one-night stand with a waitress, never imagining that a woman he slept with once would end up posing as his wife. Gwen's ruse is so effective that by the time Newton learns of his ""marriage,"" the entire town feels like they know him."
7000,Hudson Hawk,Action|Adventure|Comedy,1991.0,9.782014,5.4,275.0,3.221489734601903,/j9L6qA8HMgNrDzVyCukGeaCrRf6.jpg,"Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy."
7001,Invasion of the Body Snatchers,Horror|Mystery|Science Fiction|Thriller,1978.0,5.219641,7.1,231.0,3.5179081121682523,/emvdLecrjSLO8pJII1XbYJqXhcB.jpg,"The first remake of the paranoid infiltration classic moves the setting for the invasion, from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed, as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"", realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?"
7002,Mindwalk,Drama,1990.0,0.1223,6.5,13.0,3.7024828910031715,/h0LCQuChi9zjYdWMo0TO9B9hhtN.jpg,"A US politician visits his poet friend in Mont. St. Michael, France. While walking through the medieval island discussing their philosophies of life they happen upon Sonja, a scientist in recluse, who joins in their conversation. The two men listen to the ideas of this brilliant woman and discuss how her ideas can work in their own politician and poet lives."
7003,Kafka,Comedy|Drama|Mystery,1991.0,7.693274,6.6,28.0,3.3878424780027183,/ttfVcy8PAnRCZFUXdPStDI2gF5r.jpg,"Kafka, an insurance worker gets embroiled in an underground group after a co-worker is murdered. The underground group is responsible for bombings all over town, attempting to thwart a secret organization that controls the major events in society. He eventually penetrates the secret organization and must confront them."
7004,Kindergarten Cop,Comedy,1990.0,3.67003,5.8,643.0,3.067494297001057,/7NkSMYuyVamvCnM5mYD6FkD59Wu.jpg,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one."
7005,King Ralph,Comedy|Family,1991.0,5.169223,5.3,88.0,2.7768621682523786,/elzIjoCWAX3sSWVTrH82IAfnCPg.jpg,"As the only relative to take over the Royal throne, a down on his luck American slob must learn the ways of the English."
7007,The Last Boy Scout,Action|Thriller,1991.0,10.550259,6.5,502.0,3.4286270314562755,/cTl2WqsERuZ5vYmAmtfsPIJBLr0.jpg,"When the girl that detective Joe Hallenback is protecting gets murdered, the boyfriend of the murdered girl (ex-football player Jimmy Dix) attempts to investigate and solve the case. What they discover is that there is deep seated corruption going on between a crooked politician and the owner of a pro football team."
7008,Last Tango in Paris,Drama|Romance,1972.0,12.74564,7.1,240.0,3.221489734601903,/6ppSHkDe7CoxyvFEc6JILuKnAu0.jpg,A young Parisian woman begins a sordid affair with a middle-aged American businessman whom lays out ground rules that their clandestine relationship will be based only on sex.
7009,Lorenzo's Oil,Drama,1992.0,9.968395,6.6,108.0,3.3878424780027183,/d4Yq4Y4ieKLD8JzxSv1g8dZzcLN.jpg,"Lorenzo Odone was a normal child until the age of 7. After then, strange things began to happen to him: he would have blackouts, memory lapses, and other strange mental phemonenons. He is eventually diagnosed as suffering from ALD: an extremely rare incurable degenerative brain disorder. Frustrated at the failings of doctors and medicine in this area, the Odones begin to educate themselves"
7010,The Lover,Drama|Romance,1992.0,7.281965,6.5,100.0,3.6021281922884327,/iey1UA4hav2cn60qGi1zgKxpPBl.jpg,"A poor French teenage girl engages in an illicit affair with a wealthy Chinese heir in 1920s Saigon. For the first time in her young life she has control, and she wields it deftly over her besotted lover throughout a series of clandestine meetings and torrid encounters."
7011,Matador,Drama|Thriller,1986.0,3.518094,6.7,43.0,3.535816224336505,/4vUxmmOWaHMG92HJtcH6DLogyQp.jpg,A conflicted youth confesses to crimes he didn't commit while a man and woman aroused by death become obsessed with each other.
7012,Mr. Destiny,Fantasy|Comedy|Science Fiction|Romance,1990.0,4.414928,6.1,60.0,3.285816224336505,/6dgR1qZK3cTx90P8T6pmVCWYyko.jpg,"Larry Burrows is unhappy and feels powerless over his life. He believes his entire life could have turned out differently had he not missed that shot in a baseball game when was a kid. One night he meets this mysterious man, who could change his fate by offering him that alternative life he always dreamed of. But as Burrows embarks on this journey of self discovery he realises that even this new life has its problems and drawbacks.."
7013,The Night of the Hunter,Thriller|Crime,1955.0,7.892337,7.9,335.0,3.814326489734602,/brECyRPAWJS1clF0unAC3MtERMA.jpg,"In the Deep South, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money."
7016,Over the Top,Action|Drama,1987.0,8.431956,5.7,331.0,3.119149557669838,/nvlp5fCvs56aiX17rzmWmTHjSaq.jpg,"Sylvester Stallone stars as hard-luck big-rig trucker Lincoln Hawk and takes us under the glaring Las Vegas lights for all the boisterous action of the World Armwrestling Championship.  Relying on wits and willpower, Hawk tries to rebuild his life by capturing the first-place prize money, and the love of the son he abandoned years earlier into the keeping of his rich, ruthless father-in-law."
7017,Passenger 57,Action|Adventure|Thriller,1992.0,18.451321,5.6,264.0,3.3878424780027183,/mOh1t38TkW6JVg6ylQusKBPxxqa.jpg,"An infamous terrorist has evaded capture for a long time by being extremely clever and ruthless. Things get interesting when he hijacks a plane carrying famous security expert John Cutter, who isn't about to stand this sort of thing."
7018,Presumed Innocent,Drama|Thriller|Crime|Mystery,1990.0,7.025657,6.6,155.0,3.301655260668781,/sE6tuclHXvrst1ZFAYwcPr1OT1L.jpg,"Life takes a nasty twist for D.A. Rusty Sabich when the woman he has been romantically involved with is murdered. He is assigned to investigate the case, but is soon charged with the murder."
7020,Proof,Drama,1991.0,2.616309,6.3,24.0,3.619149557669838,/ghPbOsvg8WrJQBSThtNakBGuDi4.jpg,The life of a blind photographer who is looked after by a housekeeper is disrupted by the arrival of an agreeable restaurant worker.
7022,Battle Royale,Drama|Thriller|Adventure,2000.0,12.701098,7.3,992.0,3.73273862406513,/4J5hW5wwT20hYSEPfxvfxNLjHcg.jpg,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act."
7023,The Wedding Banquet,Comedy|Drama|Romance,1993.0,2.709403,6.8,42.0,3.4524828910031715,/q0rDZgwfgUywEhj07qQTQ0CnNLz.jpg,A Taiwanese-American man is happily settled in New York with his American boyfriend. He plans a marriage of convenience to a Chinese woman in order to keep his parents off his back and to get the woman a green card. Chaos follows when his parents arrive in New York for the wedding.
7024,"Salò, or the 120 Days of Sodom",History|War|Drama|Horror,1975.0,7.705479,6.4,332.0,3.6735567637170043,/xnaDdiRfZlJaTf6JRc4in40eaeI.jpg,"Four corrupted fascist libertines round up 9 teenage boys and girls and subject them to 120 days of sadistic physical, mental and sexual torture."
7025,A Midnight Clear,Drama|History,1992.0,7.210452,6.9,29.0,3.6735567637170043,/lBa4Zb3d4hA7SpYySf3GDy89SQN.jpg,"Set in 1944 France, an American Intelligence Squad locates a German Platoon wishing to surrender rather than die in Germany's final war offensive. The two groups of men, isolated from the war at present, put aside their differences and spend Christmas together before the surrender plan turns bad and both sides are forced to fight the other."
7026,Summer School,Comedy,1987.0,4.912295,6.3,68.0,3.285816224336505,/8FdT0KcNj1RnNiB1B5QmcIOLtOc.jpg,"A high-school gym teacher has big plans for the summer, but is forced to cancel them to teach a ""bonehead"" English class for misfit goof-off students. Fortunately, his unconventional brand of teaching fun field trips begins to connect with them, and even inspires ardor in some."
7027,Silverado,Action|Crime|Drama|Western,1985.0,8.748084,7.1,147.0,3.721489734601903,/7N0rhBuMd3MJwRWtyYWCswbe8ED.jpg,"Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are."
7028,Quick Change,Comedy|Crime,1990.0,4.122959,6.3,75.0,3.7143621682523786,/jvaXUsDiX3r2RgVrdNK5SstsEqT.jpg,"With the aid of his girlfriend, Phyllis Potter, and best friend, Loomis, Grimm enters a Manhattan bank dressed as a clown, creates a hostage situation and executes a flawless robbery. The only thing left for the trio to do is make their getaway out of the city and to the airport. It sounds simple enough, but it seems that fate deserts them immediately after the bank heist. One mishap after another conspires to keep these robbers from reaching freedom."
7029,Rabid,Horror,1977.0,11.284126,6.4,90.0,3.4524828910031715,/bIA17LnIEfKZp4TU6RzLA9CFdp3.jpg,"After undergoing radical surgery for injuries from a motorcycle accident, a young woman develops a strange phallic growth on her body and a thirst for human blood -- the only nourishment that will now sustain her."
7034,Show Me Love,Comedy|Romance|Drama,1998.0,10.58342,7.1,134.0,3.621489734601903,/gkM27kmi9woapo1oQ2lho59u5Hn.jpg,"Åmål is a small insignificant town where nothing ever happens, where the latest trends are out of date when they get there. Young Elin has a bit of a bad reputation when it comes to guys, but the fact is that she has never done *it*. Another girl in her school, Agnes, is in love with her but is too shy to do anything about it. For different reasons, Elin ends up at Agnes' birthday party as the only guest. They have a girl's night out together but after that Elin desperately avoids Agnes, refusing to even consider her own homosexuality."
7036,Teen Wolf,Comedy|Fantasy|Romance,1985.0,10.940057,6.0,292.0,3.131915180463002,/3TKJbKNpHvRP8YVnwbgfok41AAC.jpg,What's a high school kid got to do to be popular? Just let down his hair and howl! Starring Michael J. Fox (Back to the Future) Teen Wolf is an outrageous comedy about a shy teenager with more than a changing voice to contend with... he's a budding young werewolf! And when his new-found powers help him score at basketball - and with the popular girls - he has some pretty hairy decisions to make.
7038,Things You Can Tell Just by Looking at Her,Drama|Romance,1999.0,4.166882,6.4,14.0,3.5893621682523786,/gHWFif5RVZf2PHy6JbHxkdqXYoR.jpg,"In California, a group of women struggle with personal problems as their paths intertwine in unexpected ways. Dr. Elaine Keener, the sole caretaker for her aging mother, turns to tarot card reader Christine for spiritual aid. Christine grapples with her own angst due to her lover's debilitating illness. Meanwhile, a bank manager deals with an unwanted pregnancy, two sisters pursue romantic interests and a housewife gets back into the dating game."
7040,To Live and Die in L.A.,Action|Crime|Thriller,1985.0,6.186999,6.8,129.0,3.530699620859861,/yvB4OUjVHXArN3qE3IDfn4yrzJm.jpg,A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.
7042,Betty Blue,Drama|Romance,1986.0,6.493744,7.5,88.0,3.0794330384465587,/1jTxGJpBprjThrRNhBkjZgyTyIY.jpg,"Betty Blue, a mentally unbalanced and sexually aggressive free spirit who becomes involved with Zorg, a repairman moonlighting as a writer. The two engage in a variety of sexual encounters, and grow more passionate toward each other. Betty finds Zorg’s book and is aggressively supportive; over time, her instability begin to catch up with her, leading to a grisly and shocking conclusion."
7043,Vivre Sa Vie,Drama,1962.0,11.30591,7.6,105.0,3.7449853351455755,/baz1c9dzsf5uhNuUYhXy7eudNJd.jpg,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.
7044,Wild at Heart,Comedy|Crime|Thriller,1990.0,8.528622,7.0,341.0,3.474081576910821,/d4fbQjSSBd4FPyAROln1skafChr.jpg,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.
7045,The Witches,Adventure|Fantasy|Horror,1990.0,8.208991,6.7,224.0,3.5179081121682523,/kke639pfyxMNy8LekWSBVHbljeO.jpg,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?"
7046,The Witches of Eastwick,Fantasy|Horror|Comedy,1987.0,13.031671,6.2,334.0,3.1429081121682523,/bbSI4kC8LlqwQPUUlJbcq6sw1qT.jpg,Three single women in a picturesque village have their wishes granted - at a cost - when a mysterious and flamboyant man arrives in their lives.
7048,Nothing to Lose,Action|Adventure|Comedy,1997.0,6.287242,6.3,174.0,3.619149557669838,/15g7RCzoqWit51lKTr3zg1NjnBx.jpg,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition."
7050,Follow the Fleet,Comedy|Music|Romance,1936.0,6.363505,7.1,10.0,3.535816224336505,/ooOgKT8MXI7G3cavqe486O03C5D.jpg,"When the fleet puts in at San Francisco, sailor Bake Baker tries to rekindle the flame with his old dancing partner, Sherry Martin, while Bake's buddy Bilge Smith romances Sherry's sister Connie. But it's not all smooth sailing: Bake has a habit of losing Sherry's jobs for her; and despite Connie's dreams, Bilge is not ready to settle down."
7051,What's New Pussycat?,Comedy|Romance,1965.0,2.705723,6.0,40.0,3.619149557669838,/5QsTdfGULylwm5RNSXAdZuqYcgo.jpg,A playboy who refuses to give up his hedonistic lifestyle to settle down and marry his true love seeks help from a demented psychoanalyst who is having romantic problems of his own.
7055,Swing Time,Comedy|Music|Romance,1936.0,6.507597,7.1,47.0,3.535816224336505,/kvCtsd0YcaLzHGS1Tc6RQ6roQm1.jpg,"Lucky is tricked into missing his wedding to Margaret by the other members of Pop's magic and dance act, and has to make $25000 to be allowed to marry her. He and Pop go to New York where they run into Penny, a dancing instructor. She and Lucky form a successful dance partnership, but romance is blighted (till the end of the film at least!) by his old attachment to Margaret and hers for Ricardo, the band leader who won't play for them to dance together."
7056,The Public Enemy,Drama|Action|Crime,1931.0,4.841185,7.3,77.0,3.69054414955767,/gNnunBHUtTXgOpCJXor61CJkUaZ.jpg,"James Cagney star's as Tom Powers, a trouble-ridden individual who rises from the position of cheap thug to that of a powerful Prohibition gangster. When his best friend is murdered, Powers self-destructively seeks deadly retaliation."
7058,Life with Father,Comedy|Family,1947.0,0.880277,6.4,13.0,3.4524828910031715,/qucEqrqp5qzX7NBEDDaLyNh86xa.jpg,"In late nineteenth century New York a Wall Street broker likes to think his house runs his way, but finds himself constantly bemused at how much of what happens is down to his wife. His children are also stretching their wings, discovering girls and making money out of patent medicine selling. When it comes to light he has never been baptized and everyone starts insisting he must do so, it all starts to get a bit too much."
7059,National Velvet,Drama|Family,1944.0,2.307369,7.3,23.0,3.535816224336505,/oVIIUSRX8TziuESOq9sITzyXTZt.jpg,"Mi Taylor was a young wanderer and opportunist whose father had given him ""all the roads in the Kingdom"" to travel. One of the roads, and a notation in his father's journal, leads him to the quiet English country-side home of the Brown family. The youngest daughter, Velvet, has a passion for horses and when she wins the spirited steed Pie in a town lottery, Mi is encouraged to train the horse..."
7060,Jesus Christ Superstar,Drama|History|Music,1973.0,4.980716,7.1,146.0,3.2472997958476175,/oEWvnlFOPMl6dN7isxUvWRRNQby.jpg,"Oscar-nominated film adaptation of the rock opera of the same name, based on the last weeks before the crucifixion of Jesus. The film was directed by Norman Jewison. Ted Neeley and Carl Anderson were nominated for two 1974 Golden Globe Award for their portrayals of Jesus and Judas, respectively."
7061,Dark Victory,Drama|Romance,1939.0,7.607677,7.0,34.0,3.6518621682523786,/zPBsdHlQZymTttbLpMtnP0mbrDA.jpg,"Judith Traherne is at the height of young society when Dr. Frederick Steele diagnoses a brain tumor. After surgery she falls in love with Steele. The doctor tells her secretary that the tumor will come back and eventually kill her. Learning this, Judith becomes manic and depressive. Her horse trainer Michael, who loves her, tells her to get as much out of life as she can. She marries Steele who intends to find a cure for her illness. As he goes off to a conference in New York failing eyesight indicates to Judith that she is dying."
7062,Birdman of Alcatraz,Drama,1962.0,4.471515,7.0,71.0,3.5238774828910033,/sIzesANhTImFyeIdL0hrqMzgckG.jpg,"After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world."
7063,Aguirre: The Wrath of God,Adventure|Drama|History,1972.0,10.996826,7.5,210.0,4.051064096144216,/uHP3AtAnudp5w8d3jx2el1AtV6a.jpg,"A few decades after the destruction of the Inca empire, a Spanish expedition leaves the mountains of Peru and goes down the Amazon river in search of gold and wealth. Soon, they come across great difficulties and Don Aguirre, a ruthless man who cares only about riches, becomes their leader. But will his quest lead them to ""the golden city"", or to certain destruction?"
7064,Beauty and the Beast,Drama|Fantasy|Romance,1946.0,4.798852,7.8,133.0,3.7262414455015858,/bhGxt2YxlyO7x4GpliHEzI28H0z.jpg,"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty."
7065,The Birth of a Nation,Drama|History|War,1915.0,5.113205,6.4,109.0,3.3878424780027183,/zYtgDRSOQeZmGbHkXff5CcEg05g.jpg,"The Birth of A Nation is a silent film from 1915 and the highest grossing silent film in film history. The film tells a romance story during the American civil war. D.W. Griffith invested heavily in its high production values, pioneering many new camera effects. The Birth of a Nation was strongly protested for its negative portrayal of newly freed slaves (mostly white actors in blackface), which went on to create and propagate negative images of blacks of the early 20th century in the United States. The film was used as a recruiting propaganda by the KKK until the 1940s."
7067,Juliet of the Spirits,Comedy|Drama|Fantasy,1965.0,5.348359,7.4,47.0,3.4524828910031715,/9Rbkl15bkp0ArBajUaxS7T1MEFb.jpg,"Visions, memories, and mysticism all help a 40-something woman to find the strength to leave her cheating husband."
7068,Last Year at Marienbad,Drama|Romance,1961.0,8.334883,7.6,103.0,3.412766371779892,/uv7OnxSzxY2h2kRCyaBK4ddpOi0.jpg,"Takes place in a chateau, an ambiguous story of a man and a woman who may or may not have met last year at Marienbad."
7069,The Tragedy of Macbeth,War|Drama|History,1971.0,4.52244,7.0,70.0,3.7449853351455755,/zghViMv9tpKJEfLIxDevI2x7bKd.jpg,A ruthlessly ambitious Scottish lord siezes the throne with the help of his scheming wife and a trio of witches.
7070,Red River,Western,1948.0,6.09018,7.3,85.0,3.6021281922884327,/9TwFtppqU0zUvtNTIDxkV7zQebC.jpg,"Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him."
7071,A Woman Under the Influence,Romance|Drama,1974.0,8.824282,7.8,87.0,3.45927104943129,/zdXEvgULYlz53iUsFWO244ZMKXC.jpg,"Mabel, a mother and wife, is on the brink of insanity as her blue-collar husband Nick attempts to understand her plight."
7072,Stagecoach,Adventure|Western,1939.0,7.970462,7.6,216.0,3.7460997051132257,/wvyS90AJsztvX5wxpDSjURad9yl.jpg,"A simple stagecoach trip is complicated by the fact that Geronimo is on the warpath in the area. The passengers on the coach include a drunken doctor, two women, a bank manager who has taken off with his client's money, and the famous Ringo Kid, among others."
7073,A Shot in the Dark,Comedy|Crime,1964.0,6.872888,7.2,115.0,3.671489734601903,/eIHCtW49NgGr4s0WEfpSGFBrJCv.jpg,A Shot in the Dark is the second and more successful film from the Pink Panther film series where both animated and real life sequences are mixed. A cult classic from Blake Edwards based on the play L’Idiot by Marcel Achard and Harry Kurnitz.
7074,The Navigator,Action|Comedy,1924.0,3.031803,7.3,38.0,3.7024828910031715,/Av9JzUEpVw7N1HWrBd2s84oxcS2.jpg,Two spoiled rich people find themselves trapped on an empty passenger ship.
7075,The Court Jester,Action|Adventure|Comedy|Family,1955.0,3.940121,7.7,47.0,4.021489734601903,/gOZyM9MDDOS4aT4RnsMV7Cj30HD.jpg,A 12th century court jester in England becomes involved with a desperate band of outlaws who are attempting to overthrow the king.
7076,Bullitt,Action|Crime|Drama|Thriller,1968.0,7.01973,7.0,273.0,3.2768621682523786,/oyhnoFu2oKQfAIdu9YU8I8Ne0pX.jpg,"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed."
7078,Jezebel,Drama|Romance,1938.0,11.277226,7.2,39.0,3.5238774828910033,/9YnvD0Ufz3r8LxtQpIQge42wHrG.jpg,"In 1850s Louisiana, the willfulness of a tempestuous Southern belle threatens to destroy all who care for her."
7079,The Hunchback of Notre Dame,Romance|Drama|Horror,1939.0,4.42224,7.6,34.0,3.530699620859861,/3ZIMmQ4KMKKBT1NSM5FSmWGOLWH.jpg,"King Louis XI is a wise and old king and Frollo is the Chief Justice. Frollo gazes on the gypsy girl, Esmeralda, in the church during Fool's Day and sends Quasimodo to catch her. Quasimodo, with the girl, is captured by Phoebus, Captain of the Guards, who frees the girl. The courts sentence Quasimodo to be flogged, and the only one who will give him water while he is tied in the square is Esmeralda. Later, at a party of nobles, Esmeralda again meets both Frollo, who is bewitched by her, and Phoebus. When Phoebus is stabbed to death, Esmeralda is accused of the murder, convicted by the court and sentenced to hang. Clopin, King of the Beggars; Gringoire, Esmeralda's husband; and Quasimodo, the bellringer, all try different ways to save her from the gallows."
7080,42nd Street,Music|Comedy|Romance,1933.0,4.718154,6.1,38.0,3.530699620859861,/tcRQzD2hb5Ng0DIHU796kn0mq4u.jpg,"A producer puts on what may be his last Broadway show, and at the last moment a chorus girl has to replace the star."
7081,I'm No Angel,Comedy|Romance,1933.0,1.533379,6.3,6.0,3.785816224336505,/sqjk7gqyZBQFGlOqKPz8LWU8DbZ.jpg,"The bold Tira works as dancing beauty and lion tamer at a fair. Out of an urgent need of money, she agrees to a risky new number: she'll put her head into a lion's muzzle! With this attraction the circus makes it to New York and Tira can persue her dearest occupation: flirting with rich men and accepting expensive presents."
7082,That Touch of Mink,Comedy|Romance,1962.0,2.995169,6.2,38.0,3.619149557669838,/tge7YgnebiYKGkeKxn0itY7MfzR.jpg,"A rich businessman and a young woman are attracted to each other, but he only wants an affair while she wants to save her virginity for marriage."
7083,Sweet Dreams,Drama|Romance|Music,1985.0,1.29382,6.9,11.0,3.369149557669838,/XLxrGvPid11tBqwPQEVYcV1xo0.jpg,"Lange stunningly portrays Patsy Cline, the velvet-voiced country singer who died in a tragic plane crash."
7084,"Play It Again, Sam",Comedy|Drama|Romance,1972.0,5.526401,7.4,111.0,3.5934536420014638,/nPVMwE0PXNWKf0jZuUJoUnuKZhM.jpg,"A mild mannered film critic is dumped by his wife and his ego is crushed. His hero persona is the tough guy played by Humphrey Bogart in many of his movies and the apparition of Bogart begins showing up to give him advice. With the encouragement of his two married friends, he actually tries dating again, with less than satisfactory results, until he relaxes."
7085,Send Me No Flowers,Comedy|Romance,1964.0,2.163293,5.9,33.0,3.535816224336505,/5LeFodSnhqExirYxiiOMkgArJtZ.jpg,"At one of his many visits to his doctor, hypochondriac George Kimball mistakes a dying man's diagnosis for his own and believes he only has about two more weeks to live. Wanting to take care of his wife Judy, he doesn't tell her and tries to find her a new husband. When he finally does tell her, she quickly finds out he's not dying at all (while he doesn't) and she believes it's just a lame excuse to hide an affair, so she decides to leave him."
7086,Pygmalion,Drama|Comedy|Romance,1938.0,1.272174,6.9,20.0,3.4524828910031715,/iNykCJLucKOdkArF1aAnhLmv6G4.jpg,Henry Higgins is an upper class phonetics professor who encounters low-class guttersnipe Eliza Doolittle and bets his friend Colonel Pickering that he can pass her off as a duchess within three months.
